Ensembl	Mock1_Qun	Mock2_Qun	Mock3_Qun	NT1_Qun	NT2_Qun	NT3_Qun	T1_Qun	T2_Qun	T3_Qun
ENSG00000069702	490	247	382	447	307	323	743	462	502
ENSG00000232185	0	0	0	0	0	0	0	0	0
ENSG00000230489	1	0	0	1	0	1	1	0	1
ENSG00000228399	1	0	2	0	0	3	2	0	0
ENSG00000236776	2	1	3	0	1	2	5	8	0
ENSG00000224685	0	0	0	3	0	0	1	0	0
ENSG00000287076	0	1	1	2	0	1	3	1	1
ENSG00000237480	0	0	2	0	0	0	1	0	1
ENSG00000271252	0	0	0	0	0	0	0	0	0
ENSG00000230427	10	10	12	11	10	12	15	8	16
ENSG00000235794	0	0	0	2	2	2	4	11	5
ENSG00000286758	0	1	0	7	5	1	5	1	0
ENSG00000237337	0	0	0	2	7	13	5	12	12
ENSG00000233983	0	0	0	3	2	2	6	3	3
ENSG00000198198	973	904	1020	984	745	870	1687	1105	1068
ENSG00000225183	6	1	7	7	6	6	25	12	10
ENSG00000230402	0	0	0	0	1	0	0	0	0
ENSG00000116793	725	471	713	408	393	353	630	563	563
ENSG00000238122	0	0	0	0	0	0	0	0	0
ENSG00000260879	0	0	0	0	0	0	0	0	0
ENSG00000283354	0	0	0	0	0	1	1	0	1
ENSG00000232918	0	0	0	1	0	3	1	1	2
ENSG00000183298	3	8	4	0	2	1	2	2	1
ENSG00000234332	10	8	11	9	5	17	17	11	15
ENSG00000117525	88	62	80	59	74	55	151	89	113
ENSG00000225079	0	0	0	0	0	2	1	3	0
ENSG00000226483	0	0	0	0	1	0	0	0	0
ENSG00000224238	16	20	17	22	13	18	38	16	30
ENSG00000229537	0	1	1	8	14	7	6	8	13
ENSG00000162699	0	0	0	0	0	0	0	0	0
ENSG00000162692	3	4	1	21	11	17	18	14	14
ENSG00000203914	5	1	2	4	0	4	4	5	8
ENSG00000270457	0	0	0	2	1	1	1	1	1
ENSG00000203858	6	3	2	6	7	6	7	13	14
ENSG00000231987	0	0	0	0	0	0	0	0	0
ENSG00000228057	8	5	6	1	4	0	5	7	9
ENSG00000224445	1	0	2	25	17	11	30	21	15
ENSG00000229842	0	0	0	1	3	3	2	3	1
ENSG00000270631	0	0	0	0	0	0	0	0	0
ENSG00000229201	1	0	0	1	0	0	1	3	1
ENSG00000181656	0	1	2	6	2	5	9	2	2
ENSG00000122481	86	68	142	63	51	74	117	92	71
ENSG00000198162	2654	1547	2433	1348	1445	1624	2195	1561	1756
ENSG00000238198	104	87	72	104	101	80	156	149	143
ENSG00000171517	206	127	160	204	159	190	362	211	241
ENSG00000228852	22	24	24	19	37	23	55	23	27
ENSG00000203864	0	0	0	0	0	0	0	0	0
ENSG00000233482	0	0	1	0	3	2	2	0	0
ENSG00000230250	0	0	0	0	1	3	2	1	2
ENSG00000232878	0	0	0	0	0	1	0	0	0
ENSG00000143079	589	470	505	486	450	441	748	515	566
ENSG00000232450	23	24	15	20	16	15	29	19	15
ENSG00000223575	7	7	4	4	6	4	14	8	6
ENSG00000230768	0	0	0	0	0	0	0	0	0
ENSG00000235202	0	0	0	0	2	3	1	3	1
ENSG00000272715	0	0	0	1	0	0	2	0	2
ENSG00000235038	4	2	0	12	2	5	6	5	6
ENSG00000085491	974	541	1064	460	402	447	774	532	547
ENSG00000173947	13	14	25	14	12	20	35	30	34
ENSG00000230434	0	0	0	1	1	0	0	0	2
ENSG00000230718	0	0	0	0	0	0	0	0	0
ENSG00000134198	61	32	84	80	54	58	188	63	55
ENSG00000235595	0	2	1	10	4	1	4	1	1
ENSG00000226053	0	1	0	0	0	0	0	0	0
ENSG00000226128	0	0	0	0	0	0	0	0	0
ENSG00000198799	1462	885	1229	1211	1004	1058	2045	1357	1511
ENSG00000279513	23	15	16	13	16	15	21	23	18
ENSG00000117620	1005	591	1075	909	894	904	1408	1120	1103
ENSG00000280186	0	0	2	6	3	1	3	5	4
ENSG00000223906	0	0	0	5	4	1	3	4	5
ENSG00000162688	2120	1290	1934	1258	1056	1001	1878	1225	1329
ENSG00000197106	19	29	36	14	24	29	27	39	37
ENSG00000259946	0	0	0	0	0	0	0	0	0
ENSG00000236137	24	25	24	13	25	39	43	30	39
ENSG00000203859	14	5	1	17	17	8	21	19	16
ENSG00000228086	3	4	2	4	4	3	10	9	6
ENSG00000213421	0	0	0	0	0	0	1	1	2
ENSG00000234020	6	2	1	14	7	15	13	12	12
ENSG00000236804	15	9	9	19	14	14	21	20	18
ENSG00000231072	0	0	0	0	0	0	0	0	0
ENSG00000273406	0	0	1	2	4	1	1	1	1
ENSG00000185946	657	403	606	508	488	517	1089	647	591
ENSG00000162627	289	165	283	123	98	97	212	142	176
ENSG00000226715	4	4	4	2	4	3	8	3	4
ENSG00000162695	1671	962	1307	1380	1285	1191	2245	1564	1611
ENSG00000265808	891	504	895	558	496	531	1224	710	807
ENSG00000225923	0	0	0	0	0	0	0	0	0
ENSG00000134247	737	595	797	461	396	445	851	553	665
ENSG00000187481	3	4	4	5	10	21	23	13	16
ENSG00000162664	1692	1137	1660	1532	1416	1459	2545	1690	1795
ENSG00000236866	1	0	2	5	2	7	2	4	10
ENSG00000134253	163	107	197	174	190	159	355	195	194
ENSG00000223416	1	2	0	0	2	3	2	4	0
ENSG00000179571	1	3	2	2	1	1	3	5	1
ENSG00000227850	2	0	0	0	0	0	0	0	0
ENSG00000235777	1	0	0	0	0	1	0	0	0
ENSG00000285532	27	22	38	50	36	41	75	54	57
ENSG00000226755	4	3	1	5	1	6	5	1	7
ENSG00000232650	8	20	12	16	12	16	15	29	17
ENSG00000183508	200	231	141	61	90	70	129	125	148
ENSG00000277095	0	1	0	0	0	0	0	1	0
ENSG00000234283	2	0	3	2	1	3	2	1	4
ENSG00000232780	1	1	2	3	3	3	5	4	0
ENSG00000274927	2	2	1	0	4	0	1	0	2
ENSG00000264145	0	0	0	0	0	0	0	0	0
ENSG00000238256	2	4	1	3	2	3	2	4	1
ENSG00000198765	1	0	1	1	3	4	2	2	0
ENSG00000224335	1	1	0	1	1	1	1	0	0
ENSG00000277702	6	4	2	1	1	1	2	2	4
ENSG00000143398	2757	2156	2435	2000	1764	1900	3445	2406	2474
ENSG00000196505	1515	987	1412	1224	1084	1122	1922	1366	1487
ENSG00000223489	0	0	0	0	0	0	0	0	1
ENSG00000230546	2	0	2	0	2	1	1	1	1
ENSG00000213262	2	1	1	0	2	3	3	4	3
ENSG00000287015	10	9	2	38	38	30	45	42	39
ENSG00000235526	2	2	3	0	1	3	1	3	3
ENSG00000228347	0	0	0	0	0	0	0	0	0
ENSG00000236012	0	0	1	1	3	6	3	10	2
ENSG00000270911	2	0	0	0	0	0	0	0	0
ENSG00000134200	1	2	1	2	5	0	6	2	1
ENSG00000065183	2136	1272	1788	1506	1256	1346	2486	1631	1869
ENSG00000227082	64	33	37	69	62	82	86	68	98
ENSG00000226126	0	1	0	1	2	3	2	2	1
ENSG00000163393	153	84	182	166	146	164	331	168	201
ENSG00000163156	275	217	303	205	189	199	314	249	257
ENSG00000143631	10	5	14	3	6	2	6	11	4
ENSG00000228453	0	1	0	17	5	7	7	14	8
ENSG00000274642	2	5	7	3	5	3	6	7	1
ENSG00000237975	7	7	9	8	14	6	8	5	10
ENSG00000261168	11	10	11	28	35	25	62	43	35
ENSG00000287980	1	0	0	6	4	2	5	4	4
ENSG00000229283	0	0	1	0	0	0	0	1	0
ENSG00000226172	0	2	1	1	0	0	0	5	4
ENSG00000079335	285	223	240	232	201	191	358	241	240
ENSG00000143119	7	2	12	16	16	18	28	27	13
ENSG00000237278	0	0	0	0	0	0	0	0	0
ENSG00000233432	4	7	3	20	15	20	20	15	18
ENSG00000227700	0	0	0	0	0	0	1	0	0
ENSG00000229911	0	0	0	1	1	1	2	0	2
ENSG00000143520	2	1	1	3	0	6	4	2	3
ENSG00000171943	282	195	209	182	166	177	347	212	222
ENSG00000270719	0	0	0	0	0	0	1	0	0
ENSG00000155761	76	54	100	130	152	123	196	168	179
ENSG00000230806	11	5	5	5	5	3	15	11	12
ENSG00000116830	2247	1525	2108	1597	1495	1542	3133	1920	2015
ENSG00000234422	0	0	0	0	0	0	0	0	0
ENSG00000227056	57	58	33	39	30	32	40	44	49
ENSG00000227091	0	1	0	1	2	2	2	2	3
ENSG00000081026	1370	992	1128	897	785	837	1487	1083	1092
ENSG00000224965	5	4	2	1	5	5	7	4	8
ENSG00000228127	1	0	1	3	3	1	3	1	0
ENSG00000143458	630	410	725	460	569	573	835	764	797
ENSG00000230932	0	0	0	0	0	0	0	0	0
ENSG00000073754	0	1	0	0	1	1	0	0	1
ENSG00000228826	0	1	2	16	10	17	8	6	10
ENSG00000233907	0	1	0	4	1	0	4	1	4
ENSG00000225036	0	0	0	0	0	0	0	0	0
ENSG00000228420	0	0	0	0	0	1	1	1	1
ENSG00000233839	1	0	1	2	2	3	2	4	4
ENSG00000250890	0	0	0	0	1	0	0	3	0
ENSG00000232240	0	0	0	3	1	0	2	1	1
ENSG00000230921	1	6	0	2	1	5	0	3	4
ENSG00000286151	1	0	0	0	1	0	0	0	0
ENSG00000234388	0	1	0	0	0	1	0	0	1
ENSG00000271736	1	1	0	1	1	3	5	5	3
ENSG00000233717	2	0	1	2	2	1	3	6	4
ENSG00000163155	177	122	177	140	135	133	333	177	159
ENSG00000241975	29	22	21	21	15	11	29	26	21
ENSG00000271143	0	1	0	1	1	0	0	0	0
ENSG00000270976	0	0	0	0	0	0	0	0	0
ENSG00000228217	0	0	4	3	1	2	1	0	1
ENSG00000270342	0	0	0	0	0	0	0	0	0
ENSG00000231100	0	0	0	0	0	0	1	1	0
ENSG00000116824	0	0	0	0	1	0	1	0	0
ENSG00000235887	0	0	1	0	0	0	0	0	0
ENSG00000237460	0	0	0	0	0	1	1	0	0
ENSG00000236887	0	0	1	1	2	0	1	0	1
ENSG00000024526	4301	2551	5275	1523	1695	1729	2748	2249	2211
ENSG00000235756	0	0	0	0	0	0	0	0	0
ENSG00000173810	0	1	0	0	1	0	0	1	1
ENSG00000235005	0	0	0	1	1	0	0	0	0
ENSG00000271890	0	0	0	2	0	0	0	0	3
ENSG00000227425	0	0	0	0	0	0	0	0	1
ENSG00000225279	3	4	0	22	21	16	18	17	23
ENSG00000229101	0	0	0	0	0	0	0	1	0
ENSG00000239216	0	0	0	1	0	0	1	0	0
ENSG00000283360	12	11	1	11	15	12	7	26	18
ENSG00000117262	212	128	194	140	162	142	238	172	185
ENSG00000227907	1	0	0	0	1	0	0	0	0
ENSG00000227970	0	0	0	0	1	1	0	2	1
ENSG00000261055	0	0	0	0	1	0	1	2	2
ENSG00000231613	1	1	1	1	1	2	2	1	3
ENSG00000137947	643	406	567	316	322	340	573	433	433
ENSG00000236689	1	0	0	3	6	5	1	6	9
ENSG00000233589	62	28	59	31	25	28	48	45	31
ENSG00000117586	26	16	26	52	40	33	63	54	41
ENSG00000230946	29	17	18	22	33	29	49	47	35
ENSG00000226028	0	0	0	0	0	0	0	0	0
ENSG00000162728	0	1	2	17	12	14	20	18	17
ENSG00000229021	2	3	4	4	9	10	10	15	10
ENSG00000203825	0	0	0	0	2	1	0	0	0
ENSG00000184371	30	36	39	70	72	64	143	113	100
ENSG00000233449	0	0	0	0	0	0	0	0	0
ENSG00000242943	0	0	0	0	0	0	0	0	0
ENSG00000233203	8	4	5	7	4	3	9	4	7
ENSG00000232499	17	25	25	14	14	9	29	17	24
ENSG00000232265	2	2	5	6	3	2	14	6	8
ENSG00000163154	10	27	13	25	19	19	27	18	34
ENSG00000232995	130	105	179	178	215	216	313	316	294
ENSG00000238087	0	0	0	1	0	1	2	0	1
ENSG00000227777	2	4	3	1	9	2	2	5	10
ENSG00000177173	25	19	30	20	14	19	27	21	30
ENSG00000238022	0	0	0	0	0	0	0	1	0
ENSG00000231671	0	0	0	1	0	0	1	4	1
ENSG00000162729	139	88	196	85	77	77	181	101	114
ENSG00000143158	476	283	516	254	237	282	460	355	333
ENSG00000271092	18	23	29	23	12	13	24	20	13
ENSG00000238118	0	0	0	0	0	1	0	0	0
ENSG00000276118	0	0	0	0	0	0	0	0	0
ENSG00000232148	0	0	0	1	0	4	1	2	2
ENSG00000278811	164	100	170	104	108	91	182	141	147
ENSG00000000460	983	623	1090	813	774	742	1160	978	1006
ENSG00000275075	0	0	0	0	0	0	0	0	0
ENSG00000135862	2339	1630	2014	1118	1035	1032	2175	1386	1633
ENSG00000232952	5	4	6	5	2	4	6	2	3
ENSG00000227722	23	30	26	38	25	33	72	42	60
ENSG00000285922	0	0	0	0	0	0	0	0	0
ENSG00000275801	0	0	0	0	0	0	0	1	0
ENSG00000143198	474	315	590	255	237	258	496	349	328
ENSG00000143318	9	11	10	27	49	43	51	54	48
ENSG00000232188	1	0	0	0	0	0	1	0	0
ENSG00000232212	1	0	0	0	0	1	1	0	0
ENSG00000143621	4554	3070	4604	1612	1398	1485	3135	2172	2284
ENSG00000241042	0	0	0	2	3	2	1	0	1
ENSG00000260322	0	0	1	0	0	0	0	0	0
ENSG00000223495	0	0	0	2	0	0	0	0	0
ENSG00000143156	285	184	264	172	167	178	277	214	201
ENSG00000198771	1	2	2	2	3	2	5	4	8
ENSG00000225462	8	2	5	7	5	6	11	15	11
ENSG00000237756	9	12	18	28	28	27	46	45	37
ENSG00000213064	3080	2015	3249	1315	1399	1216	2319	1670	1830
ENSG00000143179	1236	986	879	568	558	521	1092	857	896
ENSG00000271187	0	0	0	0	0	0	0	0	0
ENSG00000274562	0	0	0	0	0	0	0	0	0
ENSG00000143315	546	411	596	339	347	382	816	556	599
ENSG00000231175	0	0	0	0	0	0	0	0	0
ENSG00000143185	5	2	9	7	5	3	12	8	5
ENSG00000272931	1	3	11	13	10	7	19	9	10
ENSG00000143190	2340	1605	1685	1849	1542	1507	3013	2009	2098
ENSG00000225475	0	1	2	0	1	2	2	1	0
ENSG00000232223	0	0	0	0	0	0	1	0	1
ENSG00000224698	0	0	0	0	0	0	0	0	0
ENSG00000075945	663	464	726	411	375	384	659	464	481
ENSG00000235303	2	0	1	10	7	9	16	7	5
ENSG00000234810	4	3	2	10	8	5	11	5	15
ENSG00000224468	13	4	12	9	10	10	31	11	17
ENSG00000232551	0	0	0	0	0	0	0	0	1
ENSG00000092607	31	14	4	60	54	50	74	59	42
ENSG00000238270	0	0	0	0	0	0	0	0	0
ENSG00000285894	0	0	0	0	0	0	0	0	0
ENSG00000236025	0	0	0	0	0	0	0	0	0
ENSG00000230704	0	0	0	1	1	0	1	1	1
ENSG00000283255	0	0	0	0	0	0	0	0	0
ENSG00000227741	16	23	10	16	27	24	25	40	24
ENSG00000286754	0	1	0	0	0	2	0	0	2
ENSG00000232751	3	1	1	3	6	8	3	4	8
ENSG00000117091	0	0	0	0	0	2	1	0	0
ENSG00000235378	5	0	0	2	4	2	5	2	2
ENSG00000143171	6	2	6	11	7	5	16	13	11
ENSG00000275767	0	0	0	0	0	0	0	0	0
ENSG00000047410	7578	4616	7464	4270	4203	4244	6956	5020	5513
ENSG00000231992	11	11	13	12	7	13	20	16	8
ENSG00000018625	1	6	1	76	68	94	53	82	67
ENSG00000171806	154	96	168	116	150	138	275	198	218
ENSG00000287919	3	0	5	8	10	12	12	9	18
ENSG00000233882	0	0	0	0	0	0	0	0	0
ENSG00000198358	1	0	1	3	1	1	2	1	0
ENSG00000134216	1	2	1	16	13	10	13	21	8
ENSG00000230748	0	0	0	0	0	0	0	3	2
ENSG00000254154	0	1	0	0	0	1	3	0	0
ENSG00000162694	410	233	480	329	300	288	612	380	398
ENSG00000238108	0	0	0	0	0	0	0	1	0
ENSG00000214262	0	0	0	0	0	0	0	0	0
ENSG00000118197	306	205	336	162	156	153	327	210	247
ENSG00000135842	116	90	136	81	93	72	128	105	97
ENSG00000229258	1	0	1	1	6	5	1	6	7
ENSG00000287472	0	0	0	0	0	0	2	0	1
ENSG00000241318	26	25	24	39	39	36	59	63	50
ENSG00000228238	10	7	6	19	19	14	31	14	21
ENSG00000232393	1	0	0	0	2	0	2	2	0
ENSG00000184155	0	0	1	1	1	0	0	2	0
ENSG00000058085	31	42	45	36	48	34	50	51	60
ENSG00000260088	1	2	0	3	1	3	3	1	1
ENSG00000116815	137	83	173	71	62	74	128	107	114
ENSG00000232917	6	3	0	18	32	30	38	21	26
ENSG00000233057	6	8	4	9	9	7	14	8	11
ENSG00000143167	1	1	0	3	3	6	2	0	1
ENSG00000143184	28	16	23	28	25	17	50	19	20
ENSG00000260976	0	0	0	3	3	2	8	7	1
ENSG00000235215	0	1	0	4	5	3	2	7	7
ENSG00000224691	0	0	0	0	3	0	1	1	1
ENSG00000286572	0	0	2	6	2	7	12	9	7
ENSG00000235101	0	0	0	0	0	0	0	0	0
ENSG00000228215	0	0	0	0	0	0	0	1	0
ENSG00000177807	13	21	18	73	80	72	125	72	86
ENSG00000233626	17	12	9	2	17	8	14	26	15
ENSG00000233691	0	0	0	0	0	2	1	0	2
ENSG00000143228	1258	665	1374	652	620	631	1226	795	758
ENSG00000235827	0	0	0	0	0	0	0	0	0
ENSG00000231615	13	12	18	27	26	24	31	24	27
ENSG00000231714	0	0	0	0	1	0	1	0	1
ENSG00000174514	34	45	37	125	139	143	207	212	246
ENSG00000143178	75	50	54	105	93	74	152	57	76
ENSG00000116833	19	20	31	83	54	61	105	72	68
ENSG00000227740	34	26	22	24	20	36	26	25	33
ENSG00000000457	459	337	452	475	428	466	693	584	563
ENSG00000143507	36	44	35	106	68	70	131	107	105
ENSG00000285638	0	0	0	0	0	0	0	0	0
ENSG00000284592	0	0	0	0	0	0	1	0	1
ENSG00000230987	0	2	0	1	0	1	0	1	1
ENSG00000232527	0	1	0	0	0	0	0	0	0
ENSG00000215833	26	27	28	38	23	27	64	43	44
ENSG00000228167	0	0	0	0	0	0	0	1	0
ENSG00000223344	0	0	0	0	0	0	0	0	1
ENSG00000150732	0	0	0	0	0	0	0	0	0
ENSG00000157064	9	28	27	35	21	32	48	30	29
ENSG00000288139	0	0	0	2	0	5	0	0	2
ENSG00000215808	0	3	0	2	1	0	2	3	1
ENSG00000059588	1320	734	1469	1197	1118	1183	2168	1336	1465
ENSG00000237379	0	1	1	6	18	22	31	10	19
ENSG00000232959	2	2	0	9	3	7	8	3	8
ENSG00000122224	1	1	0	1	1	2	4	2	1
ENSG00000162782	2	2	5	14	6	12	17	12	9
ENSG00000238051	2	0	1	1	0	2	3	0	0
ENSG00000233196	2	1	0	21	15	10	30	16	20
ENSG00000229220	2	2	0	3	4	2	8	4	4
ENSG00000143653	227	156	240	119	106	110	216	149	145
ENSG00000158711	1165	767	860	839	851	875	1558	1124	1074
ENSG00000227747	1	1	2	0	1	0	1	0	0
ENSG00000228081	0	0	0	0	0	0	0	0	0
ENSG00000228020	1	0	1	0	0	0	0	0	0
ENSG00000234975	1	4	1	1	1	1	1	3	2
ENSG00000162851	148	79	140	73	73	83	96	99	93
ENSG00000271427	5	1	2	8	7	1	7	3	5
ENSG00000143353	307	208	401	393	320	344	604	371	451
ENSG00000197965	1420	952	1398	574	479	519	1017	671	675
ENSG00000143493	1637	1236	1294	606	587	667	1051	853	975
ENSG00000230777	10	3	7	7	6	3	15	9	19
ENSG00000179397	73	57	71	107	192	187	153	142	181
ENSG00000224540	0	0	0	0	0	0	0	1	0
ENSG00000117592	2807	1722	2372	1499	1227	1236	2760	1719	1812
ENSG00000186197	39	42	49	44	31	46	69	56	80
ENSG00000229067	0	0	0	1	0	0	0	1	2
ENSG00000227711	0	0	0	0	0	0	0	1	0
ENSG00000261182	0	0	0	0	0	0	1	0	0
ENSG00000228879	3	1	1	4	1	1	0	1	1
ENSG00000227925	0	0	0	0	4	1	4	4	1
ENSG00000162670	20	4	13	49	22	24	90	27	37
ENSG00000225712	0	0	0	0	0	0	0	0	0
ENSG00000162761	0	0	0	0	3	0	0	0	0
ENSG00000143199	81	72	58	253	198	161	346	183	224
ENSG00000007908	6	3	8	23	23	37	50	61	63
ENSG00000092978	777	471	675	964	833	848	1405	979	1061
ENSG00000143499	437	288	468	226	213	209	363	259	278
ENSG00000188404	7	8	19	21	28	30	45	41	36
ENSG00000227735	0	2	0	2	0	1	2	1	6
ENSG00000143196	1	0	1	1	0	0	2	1	0
ENSG00000228504	0	0	0	1	3	0	3	0	2
ENSG00000274702	0	0	0	1	2	0	1	1	1
ENSG00000226211	0	0	0	3	1	0	0	0	0
ENSG00000236942	10	6	12	12	12	13	19	18	28
ENSG00000287205	0	0	0	0	0	1	0	1	2
ENSG00000203697	0	3	1	22	26	31	33	24	36
ENSG00000116574	392	220	512	274	285	329	463	372	389
ENSG00000287929	0	0	0	3	2	0	0	1	1
ENSG00000224896	0	1	1	0	3	0	1	0	0
ENSG00000121481	735	464	719	396	395	438	754	513	534
ENSG00000227940	0	0	0	0	1	0	0	0	0
ENSG00000143248	101	73	142	259	191	192	421	279	283
ENSG00000162814	41	33	62	89	92	69	130	90	88
ENSG00000225172	1	0	0	0	1	0	0	0	0
ENSG00000261642	1	0	0	0	0	0	1	0	0
ENSG00000228239	0	0	0	0	0	1	0	0	0
ENSG00000237283	0	0	0	0	0	0	0	0	2
ENSG00000116132	26	14	38	43	41	69	94	58	66
ENSG00000238042	0	0	0	0	2	3	0	3	3
ENSG00000271475	0	0	0	0	0	0	0	1	0
ENSG00000231877	0	0	0	0	0	0	0	0	0
ENSG00000116679	2041	1323	1741	1349	1172	1241	2305	1418	1619
ENSG00000228536	25	19	32	79	71	46	102	71	74
ENSG00000230550	3	7	3	3	3	5	6	8	11
ENSG00000229242	0	0	1	1	0	0	0	0	0
ENSG00000228470	8	11	7	6	1	4	9	11	12
ENSG00000152092	3	3	2	13	4	8	13	4	6
ENSG00000234984	0	0	0	1	3	1	1	3	2
ENSG00000231648	0	0	0	0	1	0	0	2	1
ENSG00000229983	8	5	6	6	20	14	32	23	22
ENSG00000215149	0	0	1	0	0	0	0	0	0
ENSG00000225122	0	0	0	0	0	0	0	0	0
ENSG00000225920	46	30	57	96	77	78	115	64	99
ENSG00000143476	1508	1179	1402	1750	1479	1538	2785	1889	1918
ENSG00000121486	615	380	673	403	359	387	687	527	506
ENSG00000228437	0	0	0	0	1	1	0	1	0
ENSG00000057252	1037	638	1070	401	444	394	778	520	581
ENSG00000285718	0	0	0	0	0	0	1	0	1
ENSG00000234070	0	1	0	1	4	2	2	2	1
ENSG00000233620	0	0	0	0	0	0	0	0	0
ENSG00000237783	0	0	0	0	1	0	2	0	1
ENSG00000233018	3	2	3	4	3	5	7	10	15
ENSG00000224783	0	0	0	0	0	0	0	0	0
ENSG00000162852	222	166	200	180	189	164	275	188	240
ENSG00000232792	9	3	14	22	9	14	16	12	8
ENSG00000273004	0	10	9	10	7	8	25	16	10
ENSG00000143842	72	88	83	72	65	56	117	89	106
ENSG00000268062	1	0	2	3	5	8	7	4	10
ENSG00000237409	1	0	2	6	6	6	9	13	6
ENSG00000116962	893	709	722	609	486	413	1161	619	715
ENSG00000288078	0	0	0	0	2	1	3	2	4
ENSG00000271399	0	0	0	0	0	0	1	0	3
ENSG00000229757	10	2	3	3	3	6	4	1	4
ENSG00000232679	1	2	0	2	2	3	1	2	6
ENSG00000220749	21	15	13	9	13	22	28	13	18
ENSG00000181450	2201	1286	2287	1649	1536	1535	2869	1839	1986
ENSG00000223519	5	8	7	27	14	13	22	7	9
ENSG00000286285	44	35	25	109	93	119	179	124	129
ENSG00000225300	2	2	3	1	5	1	3	3	4
ENSG00000223842	37	15	35	51	31	45	83	63	82
ENSG00000162753	7	14	5	119	146	118	111	155	153
ENSG00000228247	0	1	0	3	1	5	1	4	4
ENSG00000231424	29	17	23	71	41	51	116	53	68
ENSG00000143355	13	5	12	39	32	27	38	22	36
ENSG00000287177	0	0	0	0	0	0	0	0	0
ENSG00000237193	0	0	0	0	0	0	0	0	0
ENSG00000223490	0	0	0	0	1	2	2	2	4
ENSG00000121644	2398	1351	2120	1142	1088	1121	2042	1592	1549
ENSG00000174502	14	10	2	27	22	22	66	29	37
ENSG00000224286	1	0	1	3	2	1	1	0	0
ENSG00000158715	107	112	132	260	199	203	399	370	353
ENSG00000143195	193	131	219	111	142	105	220	124	156
ENSG00000162849	45	28	39	43	44	37	74	46	60
ENSG00000232824	6	8	5	2	2	0	4	4	8
ENSG00000273416	13	9	7	8	13	7	16	17	13
ENSG00000282111	8	6	4	3	7	7	10	8	10
ENSG00000233410	0	0	0	0	1	0	0	0	1
ENSG00000067533	1356	804	1255	947	842	857	1613	1184	1171
ENSG00000228955	1	2	1	2	1	2	4	3	3
ENSG00000270443	0	2	0	0	3	0	0	1	2
ENSG00000116209	1356	861	1575	432	478	481	719	639	620
ENSG00000224702	0	0	0	0	0	1	0	1	0
ENSG00000271811	0	2	0	12	5	3	10	2	3
ENSG00000224278	0	0	0	0	1	0	1	0	0
ENSG00000235492	0	0	0	0	0	0	0	0	0
ENSG00000287808	11	11	7	4	7	10	38	13	17
ENSG00000229840	1	2	0	3	5	3	3	2	1
ENSG00000226486	0	0	0	0	0	0	0	0	0
ENSG00000227687	0	0	1	1	1	2	4	0	2
ENSG00000231814	0	0	0	2	0	0	1	0	0
ENSG00000286210	0	1	0	4	1	1	1	0	1
ENSG00000287364	0	0	1	0	0	2	0	0	1
ENSG00000260698	2	12	0	2	3	3	5	5	9
ENSG00000277007	59	49	75	120	110	77	161	160	134
ENSG00000229016	14	2	9	8	13	4	9	16	19
ENSG00000152104	1412	966	1298	1160	1095	1059	1842	1271	1305
ENSG00000236975	72	65	57	43	39	43	85	42	59
ENSG00000286541	0	0	0	0	0	1	0	0	0
ENSG00000117650	672	418	790	281	256	243	455	359	342
ENSG00000235021	0	0	0	0	1	0	0	1	0
ENSG00000203724	14	6	23	10	3	3	11	15	8
ENSG00000225006	0	0	0	0	0	0	0	0	0
ENSG00000287633	0	1	1	6	5	7	18	14	9
ENSG00000158764	0	2	1	4	5	2	2	2	4
ENSG00000223375	3	3	3	29	4	3	12	9	15
ENSG00000230714	0	0	0	0	0	0	0	0	0
ENSG00000261065	0	0	0	0	0	0	0	0	0
ENSG00000260855	24	22	33	57	48	40	54	50	44
ENSG00000236206	2	1	2	11	21	13	20	16	18
ENSG00000168118	603	359	555	262	234	249	494	407	338
ENSG00000173726	6268	3630	5911	2220	1883	2028	4753	2708	2720
ENSG00000282852	3	5	1	4	4	0	2	4	2
ENSG00000152382	534	323	481	366	284	286	695	417	430
ENSG00000143839	1	1	0	3	5	7	2	8	7
ENSG00000232100	0	0	0	0	0	0	0	0	1
ENSG00000261024	13	11	5	29	29	36	54	53	48
ENSG00000230547	3	1	1	1	1	3	4	5	1
ENSG00000176754	0	2	0	21	15	22	25	10	16
ENSG00000227953	18	27	24	19	21	17	22	14	17
ENSG00000232215	0	0	1	0	1	0	0	0	0
ENSG00000135829	7301	4803	6979	4113	3911	4281	6628	4875	5555
ENSG00000228289	1	0	0	0	0	0	0	0	3
ENSG00000134717	782	528	818	1247	757	721	2350	997	1018
ENSG00000232989	0	0	0	0	0	0	0	0	0
ENSG00000233537	0	0	0	1	0	0	0	0	4
ENSG00000116668	153	120	141	181	190	200	307	249	252
ENSG00000278180	0	0	1	1	1	1	0	2	1
ENSG00000232341	2	2	3	1	3	1	2	1	1
ENSG00000287676	19	22	17	63	57	47	91	75	68
ENSG00000236792	5	1	11	0	2	2	0	2	1
ENSG00000143207	894	653	796	635	586	575	955	698	787
ENSG00000270859	0	0	0	0	0	0	0	0	0
ENSG00000238224	0	0	0	0	0	0	0	3	1
ENSG00000286775	0	0	0	0	0	0	0	0	0
ENSG00000237492	0	0	0	0	1	0	1	0	1
ENSG00000230404	0	0	2	0	4	3	1	3	3
ENSG00000236230	0	0	2	0	1	0	0	3	0
ENSG00000026751	3	6	4	1	2	0	0	1	0
