gene_id,CK0816,	gene_id	CK0816	CK0817	CK0818	CK0819	CK0820	CK0821	CK0822	CK0823	CK0824
ENSG00000267852	ENSG00000267852|ARHGEF18-AS1	0	0	0	0	0	0	0	4	0
ENSG00000104883	ENSG00000104883|PEX11G	21	18	22	24	19	30	44	19	22
ENSG00000198723	ENSG00000198723|TEX45	2	0	10	10	0	11	19	11	12
ENSG00000267952	ENSG00000267952	0	13	0	0	0	10	0	0	0
ENSG00000198816	ENSG00000198816|ZNF358	171	143	214	98	76	72	187	119	158
ENSG00000269371	ENSG00000269371	0	0	0	0	0	0	0	0	0
ENSG00000090674	ENSG00000090674|MCOLN1	157	120	181	80	84	86	149	105	138
ENSG00000268614	ENSG00000268614	0	0	0	0	0	0	0	0	0
ENSG00000032444	ENSG00000032444|PNPLA6	317	295	446	162	111	152	308	209	260
ENSG00000104921	ENSG00000104921|FCER2	0	0	0	4	3	3	0	0	0
ENSG00000183019	ENSG00000183019|MCEMP1	0	0	0	0	3	0	0	5	0
ENSG00000269711	ENSG00000269711	0	84	0	0	50	71	79	0	127
ENSG00000181029	ENSG00000181029|TRAPPC5	268	102	284	186	102	83	302	256	159
ENSG00000182566	ENSG00000182566|CLEC4G	0	0	0	0	0	0	0	0	0
ENSG00000288669	ENSG00000288669	0	0	0	0	0	0	0	5	5
ENSG00000090659	ENSG00000090659|CD209	0	0	0	0	5	6	2	7	9
ENSG00000104938	ENSG00000104938|CLEC4M	3	0	0	0	2	4	0	2	13
ENSG00000268297	ENSG00000268297|CLEC4GP1	0	0	0	0	0	0	0	0	0
ENSG00000290088	ENSG00000290088	0	0	0	0	0	0	0	0	0
ENSG00000269763	ENSG00000269763|EXOSC3P2	0	0	0	0	0	0	0	5	0
ENSG00000242636	ENSG00000242636|RPL21P129	2	2	0	1	3	2	4	2	0
ENSG00000171017	ENSG00000171017|LRRC8E	112	24	48	12	100	35	150	61	25
ENSG00000214248	ENSG00000214248	90	195	256	205	117	197	313	258	351
ENSG00000142459	ENSG00000142459|EVI5L	248	241	334	254	215	216	405	197	323
ENSG00000183248	ENSG00000183248|PRR36	0	15	7	2	9	6	5	10	14
ENSG00000268120	ENSG00000268120	0	0	0	0	0	0	0	0	0
ENSG00000269153	ENSG00000269153|LYPLA2P2	1	2	1	1	12	5	3	11	4
ENSG00000260001	ENSG00000260001|TGFBR3L	5	8	9	12	15	4	25	22	19
ENSG00000260500	ENSG00000260500	0	0	0	3	1	4	1	3	8
ENSG00000104976	ENSG00000104976|SNAPC2	77	57	76	48	37	56	82	51	43
ENSG00000076826	ENSG00000076826|CAMSAP3	299	236	309	213	153	180	376	289	333
ENSG00000273657	ENSG00000273657|MIR6792	0	1	0	0	1	0	2	1	1
ENSG00000268400	ENSG00000268400	78	4	8	10	22	38	78	11	9
ENSG00000229833	ENSG00000229833|PET100	328	251	399	89	90	78	130	111	153
ENSG00000076944	ENSG00000076944|STXBP2	391	361	434	238	170	152	240	262	300
ENSG00000269228	ENSG00000269228|RPS27AP19	0	0	0	0	4	0	0	3	0
ENSG00000076924	ENSG00000076924|XAB2	518	504	529	328	258	277	497	379	482
ENSG00000174788	ENSG00000174788|PCP2	12	8	18	0	10	6	18	16	12
ENSG00000268204	ENSG00000268204	9	12	5	11	12	10	15	18	20
ENSG00000076984	ENSG00000076984|MAP2K7	439	429	359	208	204	169	431	304	343
ENSG00000268149	ENSG00000268149	0	0	0	0	0	0	1	0	0
ENSG00000267939	ENSG00000267939	10	0	7	8	10	8	22	10	0
ENSG00000131142	ENSG00000131142|CCL25	3	0	0	11	11	16	9	11	11
ENSG00000142449	ENSG00000142449|FBN3	10	0	0	19	24	37	62	39	41
ENSG00000269139	ENSG00000269139	1	2	2	3	6	0	4	3	6
ENSG00000104980	ENSG00000104980|TIMM44	1450	996	1321	828	744	770	1646	1114	1187
ENSG00000286138	ENSG00000286138	54	34	46	33	42	56	129	79	127
ENSG00000269813	ENSG00000269813	0	0	0	0	0	0	0	0	0
ENSG00000066044	ENSG00000066044|ELAVL1	1691	1930	1310	902	741	685	1518	1104	1103
ENSG00000178531	ENSG00000178531|CTXN1	20	25	12	6	5	0	20	3	10
ENSG00000289255	ENSG00000289255	4	15	14	11	8	17	18	8	30
ENSG00000090661	ENSG00000090661|CERS4	140	121	165	143	140	132	326	188	215
ENSG00000271717	ENSG00000271717	0	2	5	9	6	6	4	8	7
ENSG00000167775	ENSG00000167775|CD320	613	549	712	263	223	205	360	321	388
ENSG00000267855	ENSG00000267855|NDUFA7	368	295	495	167	149	108	327	224	265
ENSG00000186994	ENSG00000186994|KANK3	20	41	40	47	44	28	79	81	74
ENSG00000167772	ENSG00000167772|ANGPTL4	31	46	44	46	60	54	76	78	65
ENSG00000185236	ENSG00000185236|RAB11B	95	169	99	41	40	59	112	103	107
ENSG00000167774	ENSG00000167774	113	11	272	26	16	38	59	27	17
ENSG00000233927	ENSG00000233927|RPS28	1046	992	1075	410	355	336	863	564	568
ENSG00000268884	ENSG00000268884	15	4	12	9	13	13	27	35	15
ENSG00000269386	ENSG00000269386|RAB11B-AS1	48	38	62	24	41	30	75	69	71
ENSG00000265390	ENSG00000265390|MIR4999	1	0	0	0	1	2	4	6	4
ENSG00000181733	ENSG00000181733|OR2Z1	0	0	0	3	0	2	0	4	0
ENSG00000269244	ENSG00000269244|RPL23AP78	2	0	1	1	1	0	2	1	2
ENSG00000142303	ENSG00000142303|ADAMTS10	29	27	63	72	68	44	138	87	92
ENSG00000267986	ENSG00000267986	0	0	0	8	6	4	0	4	6
ENSG00000133246	ENSG00000133246|PRAM1	12	13	16	23	17	28	36	48	41
ENSG00000133250	ENSG00000133250|ZNF414	43	81	55	18	19	31	45	48	48
ENSG00000142347	ENSG00000142347|MYO1F	16	32	29	39	45	23	82	45	45
ENSG00000268618	ENSG00000268618	0	0	0	0	0	0	0	0	0
ENSG00000268480	ENSG00000268480|NFILZ	2	2	0	0	0	0	4	5	7
ENSG00000167785	ENSG00000167785|ZNF558	0	0	3	0	0	0	6	8	16
ENSG00000269300	ENSG00000269300	0	0	0	0	0	0	0	0	0
ENSG00000170923	ENSG00000170923|OR7G2	0	0	0	4	0	0	0	9	6
ENSG00000180926	ENSG00000180926|OR7E18P	2	0	0	0	2	0	3	6	3
ENSG00000267510	ENSG00000267510	0	0	0	0	0	0	0	0	0
ENSG00000196110	ENSG00000196110|ZNF699	210	142	251	506	468	423	656	455	522
ENSG00000099785	ENSG00000099785|MARCHF2	76	66	114	72	61	76	120	103	108
ENSG00000268931	ENSG00000268931	0	0	3	0	3	0	0	0	4
ENSG00000099783	ENSG00000099783|HNRNPM	5838	4753	5738	1628	1599	1629	2793	2286	2353
ENSG00000279827	ENSG00000279827	8	14	14	8	4	4	18	12	7
ENSG00000188000	ENSG00000188000|OR7D2	1	0	1	13	22	9	11	25	22
ENSG00000267418	ENSG00000267418|ELOCP29	0	0	0	0	0	0	0	0	0
ENSG00000267775	ENSG00000267775|OR7E16P	0	0	0	1	2	0	3	2	0
ENSG00000187847	ENSG00000187847|OR7E25P	0	0	0	2	1	4	5	4	2
ENSG00000174667	ENSG00000174667|OR7D4	0	0	0	13	18	11	6	24	17
ENSG00000130803	ENSG00000130803|ZNF317	1419	1060	1111	1387	1218	1307	2039	1504	1641
ENSG00000290821	ENSG00000290821	2	1	0	0	15	0	0	0	0
ENSG00000188321	ENSG00000188321|ZNF559	629	462	806	636	600	550	997	702	840
ENSG00000270011	ENSG00000270011|ZNF559-ZNF177	213	223	262	385	262	231	489	477	396
ENSG00000188629	ENSG00000188629|ZNF177	97	13	155	6	140	70	54	14	49
ENSG00000283108	ENSG00000283108	16	8	17	28	19	39	44	33	50
ENSG00000270614	ENSG00000270614	28	30	32	31	45	31	64	40	42
ENSG00000198028	ENSG00000198028|ZNF560	6	10	0	36	58	59	52	63	71
ENSG00000260112	ENSG00000260112	1	4	3	13	22	17	14	18	15
ENSG00000267273	ENSG00000267273	0	0	0	0	0	0	0	0	0
ENSG00000287960	ENSG00000287960	5	0	6	36	35	31	28	70	25
ENSG00000174652	ENSG00000174652|ZNF266	1420	967	1663	1190	1199	1203	1697	1409	1405
ENSG00000267612	ENSG00000267612	0	0	0	0	2	4	0	0	0
ENSG00000130818	ENSG00000130818|ZNF426	957	668	1015	711	843	895	1382	1335	1311
ENSG00000278611	ENSG00000278611|ZNF426-DT	0	7	7	8	7	12	16	25	19
ENSG00000197961	ENSG00000197961|ZNF121	6859	3916	5589	6018	5637	5559	12570	7893	8951
ENSG00000171469	ENSG00000171469|ZNF561	976	679	1037	859	812	876	1526	1165	1219
ENSG00000267106	ENSG00000267106|ZNF561-AS1	123	75	136	167	157	151	240	229	229
ENSG00000171466	ENSG00000171466|ZNF562	1768	1311	1689	2405	2001	2141	4320	2543	2785
ENSG00000224689	ENSG00000224689|ZNF812P	0	2	4	0	20	0	0	0	0
ENSG00000291231	ENSG00000291231	14	11	15	31	13	19	25	34	31
ENSG00000239830	ENSG00000239830|RPS4XP22	70	40	65	11	20	11	31	27	19
ENSG00000080573	ENSG00000080573|COL5A3	9	35	46	10	0	9	0	15	0
ENSG00000267650	ENSG00000267650	4	0	0	2	2	0	3	0	0
ENSG00000105088	ENSG00000105088|OLFM2	33	63	46	25	46	31	91	54	36
ENSG00000196605	ENSG00000196605|ZNF846	128	102	200	109	138	126	243	208	153
ENSG00000127452	ENSG00000127452|FBXL12	357	301	415	303	264	302	514	419	432
ENSG00000198258	ENSG00000198258|UBL5	1333	725	1751	352	325	262	680	490	432
ENSG00000127445	ENSG00000127445|PIN1	794	604	931	379	317	301	661	476	547
ENSG00000267370	ENSG00000267370	1	1	1	1	1	2	3	1	1
ENSG00000267741	ENSG00000267741|UBE2L4	5	5	10	10	11	5	13	14	10
ENSG00000266950	ENSG00000266950	3	0	4	0	0	6	5	9	9
ENSG00000200237	ENSG00000200237|SNORA70	20	20	13	28	26	12	21	24	26
ENSG00000267119	ENSG00000267119|RPL10P15	11	11	10	3	3	1	5	13	2
ENSG00000267289	ENSG00000267289|PIN1-DT	5	6	4	5	19	12	14	16	35
ENSG00000180739	ENSG00000180739|S1PR5	7	5	7	17	20	16	26	29	33
ENSG00000079999	ENSG00000079999|KEAP1	658	648	873	319	280	317	524	389	487
ENSG00000267197	ENSG00000267197	10	10	19	4	7	6	12	12	13
ENSG00000130734	ENSG00000130734|ATG4D	312	383	369	115	107	132	234	173	210
ENSG00000129347	ENSG00000129347|KRI1	1352	974	1184	921	823	842	1493	1043	1311
ENSG00000129355	ENSG00000129355|CDKN2D	55	65	64	21	38	21	58	23	42
ENSG00000129354	ENSG00000129354|AP1M2	0	0	0	8	8	10	9	17	15
ENSG00000271010	ENSG00000271010	0	1	1	1	3	5	1	0	6
ENSG00000129353	ENSG00000129353|SLC44A2	310	233	310	316	282	240	616	374	417
ENSG00000238364	ENSG00000238364|RNU7-140P	2	3	1	2	2	3	5	2	0
ENSG00000221410	ENSG00000221410|MIR1238	2	0	2	1	2	2	1	1	0
ENSG00000167798	ENSG00000167798|C3P1	0	0	0	2	5	3	0	2	4
ENSG00000266204	ENSG00000266204|MIR5589	0	0	0	0	0	0	0	0	0
ENSG00000291164	ENSG00000291164|C3P1	0	0	0	0	3	0	6	0	0
ENSG00000130813	ENSG00000130813|SHFL	12	0	15	17	15	21	26	30	26
ENSG00000130812	ENSG00000130812|ANGPTL6	0	6	8	4	3	0	0	15	8
ENSG00000243207	ENSG00000243207|PPAN-P2RY11	0	230	0	0	0	0	0	0	0
ENSG00000130810	ENSG00000130810|PPAN	1006	788	875	627	567	594	1135	937	981
ENSG00000244165	ENSG00000244165|P2RY11	89	103	55	44	48	42	108	83	109
ENSG00000130811	ENSG00000130811|EIF3G	2318	1530	2140	942	717	890	1963	1403	1350
ENSG00000130816	ENSG00000130816|DNMT1	6230	5396	5280	4250	3296	3405	6795	4698	5171
ENSG00000264266	ENSG00000264266|MIR4322	0	0	0	1	0	1	0	0	0
ENSG00000105364	ENSG00000105364|MRPL4	621	540	734	272	243	333	566	441	397
ENSG00000090339	ENSG00000090339|ICAM1	2	5	7	15	10	23	21	30	42
ENSG00000105371	ENSG00000105371|ICAM4	3	5	0	12	0	0	12	1	5
ENSG00000105376	ENSG00000105376|ICAM5	62	48	62	66	42	59	185	71	110
ENSG00000220201	ENSG00000220201|ZGLP1	95	47	91	77	96	87	113	111	109
ENSG00000167807	ENSG00000167807	36	86	145	36	36	67	23	132	178
ENSG00000267673	ENSG00000267673|FDX2	157	99	174	116	93	72	211	108	88
ENSG00000267303	ENSG00000267303	0	0	0	7	0	10	0	7	1
ENSG00000161847	ENSG00000161847|RAVER1	952	1097	667	392	349	378	760	715	720
ENSG00000076662	ENSG00000076662|ICAM3	26	15	20	3	7	19	9	40	38
ENSG00000105397	ENSG00000105397|TYK2	1674	1300	2203	1048	934	1012	1783	1377	1646
ENSG00000105401	ENSG00000105401|CDC37	2493	1650	2578	1622	1367	1377	3280	1934	2170
ENSG00000065989	ENSG00000065989|PDE4A	73	98	60	18	47	52	40	69	84
ENSG00000267387	ENSG00000267387	2	2	5	7	5	1	5	8	5
ENSG00000209645	ENSG00000209645|SNORD105	3	3	2	1	2	1	2	1	2
ENSG00000238531	ENSG00000238531|SNORD105B	1	3	2	0	1	0	5	2	4
ENSG00000267534	ENSG00000267534|S1PR2	111	76	115	129	80	101	259	126	154
ENSG00000266978	ENSG00000266978|LIMASI	2	3	3	3	3	0	4	3	3
ENSG00000267105	ENSG00000267105	5	9	10	0	0	4	5	0	5
ENSG00000267607	ENSG00000267607|ICAM4-AS1	13	9	10	14	28	30	36	50	50
ENSG00000274425	ENSG00000274425	56	24	52	55	55	30	84	63	55
ENSG00000284268	ENSG00000284268|MIR1181	1	1	1	1	1	1	1	1	1
ENSG00000142453	ENSG00000142453|CARM1	907	820	907	550	416	419	933	506	752
ENSG00000130733	ENSG00000130733|YIPF2	468	322	499	211	202	246	390	342	323
ENSG00000142444	ENSG00000142444|TIMM29	354	296	392	207	239	215	439	362	383
ENSG00000129351	ENSG00000129351|ILF3	11661	8642	9580	5597	5212	6056	9550	7925	8304
ENSG00000213339	ENSG00000213339|QTRT1	778	433	738	409	413	446	712	539	672
ENSG00000207972	ENSG00000207972|MIR638	0	2	0	0	0	0	0	0	0
ENSG00000265879	ENSG00000265879|MIR4748	0	0	1	0	1	1	2	2	2
ENSG00000079805	ENSG00000079805|DNM2	2529	2310	2311	1048	1018	1065	1836	1442	1705
ENSG00000099203	ENSG00000099203|TMED1	237	187	239	97	103	131	146	155	172
ENSG00000214212	ENSG00000214212|C19orf38	13	21	24	26	45	16	33	36	39
ENSG00000267100	ENSG00000267100|ILF3-DT	240	232	283	295	252	175	700	387	344
ENSG00000207752	ENSG00000207752|MIR199A1	2	1	0	2	1	1	1	5	2
ENSG00000275640	ENSG00000275640|MIR6793	2	1	2	1	1	0	1	1	2
ENSG00000267544	ENSG00000267544|HIKESHIP2	62	23	70	31	35	31	48	49	39
ENSG00000127616	ENSG00000127616|SMARCA4	3706	3121	3136	2052	1681	1698	3797	2381	2652
ENSG00000266936	ENSG00000266936	9	23	16	13	14	17	18	9	22
ENSG00000276757	ENSG00000276757|RN7SL192P	10	14	11	10	5	6	17	9	16
ENSG00000278643	ENSG00000278643	1	1	1	1	1	1	1	2	1
ENSG00000130164	ENSG00000130164|LDLR	809	578	775	571	488	582	1072	837	998
ENSG00000161888	ENSG00000161888|SPC24	871	569	950	177	566	172	500	322	871
ENSG00000197256	ENSG00000197256|KANK2	415	388	562	204	226	181	423	342	348
ENSG00000130158	ENSG00000130158|DOCK6	447	526	423	359	295	235	654	358	381
ENSG00000267082	ENSG00000267082	0	0	4	9	2	8	19	7	0
ENSG00000130173	ENSG00000130173|ANGPTL8	5	4	8	5	8	6	10	11	10
ENSG00000284553	ENSG00000284553|MIR6886	1	1	0	2	2	1	2	3	1
ENSG00000279807	ENSG00000279807	2	1	3	7	1	6	9	6	5
ENSG00000273733	ENSG00000273733	7	10	12	1	3	7	7	8	15
ENSG00000267174	ENSG00000267174	0	0	0	0	8	12	6	13	7
ENSG00000130167	ENSG00000130167|TSPAN16	2	0	0	4	5	2	8	13	3
ENSG00000267576	ENSG00000267576	0	0	0	0	0	0	0	0	0
ENSG00000105514	ENSG00000105514|RAB3D	232	177	249	225	158	245	337	254	287
ENSG00000105518	ENSG00000105518|TMEM205	367	220	425	263	221	276	406	308	336
ENSG00000183401	ENSG00000183401|CCDC159	40	33	58	34	34	18	56	51	49
ENSG00000105520	ENSG00000105520|PLPPR2	202	209	246	116	108	120	266	171	203
ENSG00000267277	ENSG00000267277	0	13	11	23	14	20	31	22	28
ENSG00000187266	ENSG00000187266|EPOR	55	47	78	73	55	56	86	87	91
ENSG00000205517	ENSG00000205517|RGL3	0	0	0	0	12	5	3	10	9
ENSG00000202357	ENSG00000202357|Y_RNA	0	3	1	0	1	2	0	1	1
ENSG00000173928	ENSG00000173928|SWSAP1	65	47	53	15	32	37	52	40	50
ENSG00000130176	ENSG00000130176|CNN1	0	5	3	0	0	3	0	0	10
ENSG00000198003	ENSG00000198003|ODAD3	25	20	19	29	23	19	60	56	57
ENSG00000130175	ENSG00000130175|PRKCSH	1960	1663	1939	767	596	647	1615	1043	998
ENSG00000196361	ENSG00000196361|ELAVL3	6	4	4	13	24	24	12	22	28
ENSG00000267477	ENSG00000267477	0	0	0	0	0	0	0	0	0
ENSG00000161914	ENSG00000161914|ZNF653	119	95	78	74	61	76	123	113	129
ENSG00000130159	ENSG00000130159|ECSIT	473	413	460	267	244	266	556	335	411
ENSG00000274713	ENSG00000274713|MIR7974	1	1	2	2	1	1	1	1	2
ENSG00000244080	ENSG00000244080|RN7SL833P	12	13	8	19	12	12	29	22	25
ENSG00000213304	ENSG00000213304	13	9	17	11	14	4	16	22	10
ENSG00000213303	ENSG00000213303	29	16	11	27	19	16	33	30	17
ENSG00000130165	ENSG00000130165|ELOF1	390	304	457	228	209	180	449	257	309
ENSG00000198551	ENSG00000198551|ZNF627	304	254	415	1083	791	749	1304	670	773
ENSG00000102575	ENSG00000102575|ACP5	10	31	28	51	49	50	63	53	33
ENSG00000249840	ENSG00000249840|GAPDHP76	0	0	6	10	11	5	16	8	7
ENSG00000290463	ENSG00000290463	0	18	18	0	15	2	2	12	1
ENSG00000197332	ENSG00000197332	383	320	386	442	452	444	842	570	615
ENSG00000267500	ENSG00000267500|ZNF887P	179	113	180	162	220	131	297	195	238
ENSG00000214223	ENSG00000214223|HNRNPA1P10	1925	1237	1740	620	489	531	1332	802	860
ENSG00000289985	ENSG00000289985	44	55	49	30	23	31	78	44	59
ENSG00000267343	ENSG00000267343|ZNF833P	13	0	2	6	8	4	9	6	5
ENSG00000104903	ENSG00000104903|LYL1	0	0	0	7	2	11	1	7	19
ENSG00000008441	ENSG00000008441|NFIX	105	144	118	90	84	75	152	122	114
ENSG00000267417	ENSG00000267417	0	0	0	3	0	0	9	5	3
ENSG00000279044	ENSG00000279044	0	2	3	7	3	5	7	3	10
ENSG00000267610	ENSG00000267610	2	7	6	6	5	3	10	4	13
ENSG00000104957	ENSG00000104957|YJU2B	432	284	490	371	263	331	550	418	472
ENSG00000141837	ENSG00000141837|CACNA1A	10	14	12	30	44	38	51	63	55
ENSG00000104907	ENSG00000104907|TRMT1	1136	853	1062	597	450	647	1053	787	958
ENSG00000160877	ENSG00000160877|NACC1	714	640	606	463	377	392	760	528	557
ENSG00000267512	ENSG00000267512	0	0	0	0	0	0	0	0	0
ENSG00000104915	ENSG00000104915|STX10	328	266	440	230	187	201	499	277	378
ENSG00000160888	ENSG00000160888|IER2	548	555	402	461	513	478	1739	1101	1364
ENSG00000287296	ENSG00000287296	0	0	0	0	0	0	0	0	0
ENSG00000267598	ENSG00000267598	0	0	0	0	0	0	0	0	0
ENSG00000266897	ENSG00000266897	19	20	16	14	0	12	29	31	28
ENSG00000213253	ENSG00000213253|RPL12P42	3	0	0	8	6	8	16	4	14
ENSG00000037757	ENSG00000037757|MRI1	1177	725	1379	638	523	569	1199	762	875
ENSG00000267633	ENSG00000267633	0	0	0	0	0	2	0	0	0
ENSG00000104979	ENSG00000104979|C19orf53	591	406	673	251	181	160	492	313	355
ENSG00000228887	ENSG00000228887|EEF1DP1	19	21	11	14	9	16	15	16	31
ENSG00000141854	ENSG00000141854|MISP3	2	7	2	9	21	31	27	28	18
ENSG00000284081	ENSG00000284081|MIR1199	0	0	0	0	0	0	0	0	1
ENSG00000188032	ENSG00000188032|C19orf67	0	0	0	0	1	2	0	10	10
ENSG00000141858	ENSG00000141858|SAMD1	243	268	160	63	62	81	162	131	103
ENSG00000072062	ENSG00000072062|PRKACA	259	477	157	113	104	112	198	193	162
ENSG00000289762	ENSG00000289762|SMIM46	1	1	2	0	0	1	5	1	1
ENSG00000240803	ENSG00000240803|RN7SL231P	3	4	2	3	4	3	6	6	6
ENSG00000287254	ENSG00000287254	2	0	0	5	5	6	0	0	0
ENSG00000105011	ENSG00000105011|ASF1B	757	540	927	400	361	402	665	500	491
ENSG00000267169	ENSG00000267169|ADGRL1-AS1	126	116	103	99	85	107	162	148	150
ENSG00000267783	ENSG00000267783	2	2	0	0	5	5	5	5	4
ENSG00000072071	ENSG00000072071|ADGRL1	1012	943	971	920	779	840	1886	1229	1490
ENSG00000132003	ENSG00000132003|ZSWIM4	53	77	39	56	24	34	88	60	57
ENSG00000266770	ENSG00000266770|RN7SL619P	0	0	0	0	0	1	4	1	0
ENSG00000207980	ENSG00000207980|MIR23A	0	0	1	0	0	0	0	0	0
ENSG00000187556	ENSG00000187556|NANOS3	2	6	4	6	5	4	3	10	4
ENSG00000132016	ENSG00000132016|BRME1	129	129	183	43	100	96	98	160	143
ENSG00000132024	ENSG00000132024|CC2D1A	965	861	969	487	394	440	1029	605	685
ENSG00000132000	ENSG00000132000|PODNL1	10	19	21	8	6	25	8	11	19
ENSG00000132005	ENSG00000132005|RFX1	254	278	185	129	122	112	235	202	190
ENSG00000171136	ENSG00000171136|RLN3	0	0	0	0	4	3	0	0	10
ENSG00000267670	ENSG00000267670	0	0	0	0	0	0	0	3	0
ENSG00000187867	ENSG00000187867|PALM3	27	14	18	21	29	23	44	33	33
ENSG00000267582	ENSG00000267582	2	3	1	1	2	3	0	0	2
ENSG00000267519	ENSG00000267519|MIR23AHG	148	114	161	96	117	123	232	225	206
ENSG00000284387	ENSG00000284387|MIR24-2	1	0	0	0	1	0	0	1	1
ENSG00000207808	ENSG00000207808|MIR27A	1	0	1	0	0	0	0	1	0
ENSG00000207613	ENSG00000207613|MIR181C	1	1	1	2	0	2	1	1	0
ENSG00000207585	ENSG00000207585|MIR181D	1	0	2	1	2	1	0	1	2
ENSG00000132017	ENSG00000132017|DCAF15	439	447	616	248	198	173	406	284	312
ENSG00000275091	ENSG00000275091	2	3	3	5	13	5	13	16	17
ENSG00000104998	ENSG00000104998|IL27RA	68	84	111	65	34	62	96	67	72
ENSG00000267723	ENSG00000267723	0	0	0	0	5	0	0	0	0
ENSG00000267406	ENSG00000267406	0	0	0	0	0	0	0	0	0
ENSG00000266913	ENSG00000266913|LINC01841	0	0	0	5	0	0	3	3	0
ENSG00000267147	ENSG00000267147|LINC01842	0	0	0	0	4	4	0	0	5
ENSG00000123146	ENSG00000123146|ADGRE5	166	120	162	95	105	118	230	178	160
ENSG00000267379	ENSG00000267379	0	1	1	0	1	0	0	0	1
ENSG00000123136	ENSG00000123136|DDX39A	1886	1587	1781	895	780	842	1566	1128	1332
ENSG00000123143	ENSG00000123143|PKN1	1038	1075	1297	766	552	610	1251	744	980
ENSG00000123159	ENSG00000123159|GIPC1	768	630	837	237	190	194	432	312	369
ENSG00000267474	ENSG00000267474	12	10	7	7	9	20	22	27	6
ENSG00000160951	ENSG00000160951|PTGER1	4	0	0	0	0	0	0	7	0
ENSG00000224543	ENSG00000224543|SNRPGP15	26	23	43	9	20	13	16	16	11
ENSG00000127530	ENSG00000127530|OR7C1	45	5	72	29	32	35	47	55	68
ENSG00000256210	ENSG00000256210|TMEM167AP2	0	0	0	0	0	0	0	0	0
ENSG00000188269	ENSG00000188269|OR7A5	0	0	0	0	2	1	6	6	2
ENSG00000094661	ENSG00000094661|OR1I1	1	1	1	18	20	30	8	39	44
ENSG00000127529	ENSG00000127529|OR7C2	0	0	0	6	4	3	4	5	10
ENSG00000105143	ENSG00000105143|SLC1A6	0	0	0	16	18	19	4	6	4
ENSG00000160994	ENSG00000160994|CCDC105	0	0	0	0	0	0	0	0	0
ENSG00000187912	ENSG00000187912|CLEC17A	0	2	0	4	2	2	2	1	0
ENSG00000131355	ENSG00000131355|ADGRE3	0	0	0	0	1	0	6	0	1
ENSG00000275432	ENSG00000275432	0	0	0	0	1	0	0	0	0
ENSG00000160961	ENSG00000160961|ZNF333	202	170	313	386	271	270	649	274	274
ENSG00000127507	ENSG00000127507|ADGRE2	5	0	0	19	25	21	53	24	22
ENSG00000243488	ENSG00000243488|RN7SL337P	2	2	1	2	1	3	5	4	5
ENSG00000243066	ENSG00000243066|RN7SL842P	1	1	1	2	1	1	3	3	3
ENSG00000269378	ENSG00000269378|ITGB1P1	228	135	243	90	105	102	150	115	103
ENSG00000197933	ENSG00000197933|ZNF823	170	143	251	209	223	199	299	260	274
ENSG00000220949	ENSG00000220949	0	0	0	8	0	0	11	9	3
ENSG00000197044	ENSG00000197044|ZNF441	287	198	467	783	789	839	1276	908	892
ENSG00000177599	ENSG00000177599|ZNF491	1	0	14	134	100	86	152	88	92
ENSG00000171295	ENSG00000171295|ZNF440	640	420	693	569	673	661	942	738	816
ENSG00000267089	ENSG00000267089	0	0	0	4	9	4	9	4	0
ENSG00000171291	ENSG00000171291|ZNF439	20	12	14	110	86	67	105	90	93
ENSG00000198429	ENSG00000198429|ZNF69	3	4	6	11	20	20	25	22	28
ENSG00000196757	ENSG00000196757|ZNF700	527	320	636	659	754	736	974	912	929
ENSG00000267179	ENSG00000267179	0	1	0	6	6	8	4	8	18
ENSG00000197054	ENSG00000197054|ZNF763	3	6	10	56	79	75	67	78	10
ENSG00000286098	ENSG00000286098	0	0	0	18	0	41	0	0	0
ENSG00000219665	ENSG00000219665|ZNF433-AS1	171	114	212	101	218	175	195	252	304
ENSG00000252060	ENSG00000252060|RNA5SP464	0	0	2	0	1	4	3	0	3
ENSG00000197647	ENSG00000197647|ZNF433	108	67	106	134	193	149	188	208	231
ENSG00000257355	ENSG00000257355	0	0	0	0	0	0	0	0	0
ENSG00000223547	ENSG00000223547|ZNF844	19	20	11	8	37	0	31	51	44
ENSG00000252546	ENSG00000252546|RNA5SP466	0	0	0	1	0	0	0	0	0
ENSG00000199444	ENSG00000199444|Y_RNA	0	0	0	1	0	0	0	0	1
ENSG00000290812	ENSG00000290812	3	6	0	6	22	15	14	10	12
ENSG00000214189	ENSG00000214189|ZNF788P	0	0	0	0	0	0	0	0	8
ENSG00000212576	ENSG00000212576|RNA5SP467	0	0	0	0	0	0	0	0	0
ENSG00000132010	ENSG00000132010|ZNF20	38	29	41	74	55	95	109	100	126
ENSG00000213297	ENSG00000213297|ZNF625-ZNF20	0	0	0	6	1	0	0	1	36
ENSG00000257591	ENSG00000257591|ZNF625	10	15	12	13	31	30	7	28	7
ENSG00000196646	ENSG00000196646|ZNF136	548	382	623	445	515	507	688	694	740
ENSG00000291101	ENSG00000291101	70	41	43	57	81	70	81	74	101
ENSG00000234773	ENSG00000234773	0	0	0	0	0	0	0	44	0
ENSG00000197857	ENSG00000197857|ZNF44	254	180	363	527	536	534	668	551	599
ENSG00000188868	ENSG00000188868|ZNF563	20	40	62	87	91	98	173	114	135
ENSG00000198342	ENSG00000198342|ZNF442	64	55	109	279	255	253	393	274	258
ENSG00000231361	ENSG00000231361|RPS29P23	0	0	0	0	2	5	2	2	3
