Ensembl	Gene
ENSG00000270691	ENSG00000270691
ENSG00000270788	PDLIM1P1
ENSG00000270863	DDX55P1
ENSG00000270892	ENSG00000270892
ENSG00000270902	ENSG00000270902
ENSG00000270917	ENSG00000270917
ENSG00000270926	ENSG00000270926
ENSG00000270945	HSPE1P7
ENSG00000270977	ENSG00000270977
ENSG00000270978	ENSG00000270978
ENSG00000271070	GMCL1P2
ENSG00000271072	PHB1P20
ENSG00000271164	CFAP97P1
ENSG00000271199	ENSG00000271199
ENSG00000271234	ENSG00000271234
ENSG00000271284	SMIM12P1
ENSG00000271286	CYTH1P1
ENSG00000271329	ENSG00000271329
ENSG00000271332	ATP5MGP8
ENSG00000271339	ENSG00000271339
ENSG00000271401	ENSG00000271401
ENSG00000271404	MZT1P2
ENSG00000271532	BBIP1P1
ENSG00000271639	PPFIA1P1
ENSG00000271717	ENSG00000271717
ENSG00000271761	ENSG00000271761
ENSG00000271778	ENSG00000271778
ENSG00000271825	ENSG00000271825
ENSG00000271907	SNORA35B
ENSG00000271996	ENSG00000271996
ENSG00000272024	ENSG00000272024
ENSG00000272031	ANKRD34A
ENSG00000272033	ENSG00000272033
ENSG00000272055	RNU6-6P
ENSG00000272070	ENSG00000272070
ENSG00000272096	RN7SL715P
ENSG00000272097	TMEM14B-DT
ENSG00000272108	ENSG00000272108
ENSG00000272140	ENSG00000272140
ENSG00000272226	ENSG00000272226
ENSG00000272248	ENSG00000272248
ENSG00000272255	ENSG00000272255
ENSG00000272312	ENSG00000272312
ENSG00000272345	ENSG00000272345
ENSG00000272371	ENSG00000272371
ENSG00000272382	ENSG00000272382
ENSG00000272438	ENSG00000272438
ENSG00000272444	ENSG00000272444
ENSG00000272477	ENSG00000272477
ENSG00000272506	ENSG00000272506
ENSG00000272514	CFAP206
ENSG00000272562	H3-3A-DT
ENSG00000272572	ENSG00000272572
ENSG00000272674	PCDHB16
ENSG00000272682	ENSG00000272682
ENSG00000272689	ENSG00000272689
ENSG00000272716	SLC30A6-DT
ENSG00000272744	ENSG00000272744
ENSG00000272745	ENSG00000272745
ENSG00000272754	ENSG00000272754
ENSG00000272812	ENSG00000272812
ENSG00000272870	SAP30-DT
ENSG00000272910	ENSG00000272910
ENSG00000272918	ENSG00000272918
ENSG00000272980	ENSG00000272980
ENSG00000272986	ENSG00000272986
ENSG00000273032	DGCR5
ENSG00000273044	ENSG00000273044
ENSG00000273093	ENSG00000273093
ENSG00000273198	ENSG00000273198
ENSG00000273216	ENSG00000273216
ENSG00000273240	ENSG00000273240
ENSG00000273247	RAB33B-AS1
ENSG00000273342	ENSG00000273342
ENSG00000273350	ENSG00000273350
ENSG00000273374	ENSG00000273374
ENSG00000273381	ENSG00000273381
ENSG00000273402	ENSG00000273402
ENSG00000273419	ENSG00000273419
ENSG00000273456	ENSG00000273456
ENSG00000273474	ENSG00000273474
ENSG00000273890	ENSG00000273890
ENSG00000273987	ENSG00000273987
ENSG00000274156	ENSG00000274156
ENSG00000274173	LINC02967
ENSG00000274184	ENSG00000274184
ENSG00000274315	ENSG00000274315
ENSG00000274341	ENSG00000274341
ENSG00000274346	ENSG00000274346
ENSG00000274349	ZNF658
ENSG00000274351	ENSG00000274351
ENSG00000274386	TMEM269
ENSG00000274397	ENSG00000274397
ENSG00000274451	ENSG00000274451
ENSG00000274541	ENSG00000274541
ENSG00000274603	Y_RNA
ENSG00000274678	ENSG00000274678
ENSG00000274698	ENSG00000274698
ENSG00000274719	ENSG00000274719
ENSG00000274828	ENSG00000274828
ENSG00000274898	ENSG00000274898
ENSG00000274918	ENSG00000274918
ENSG00000275004	ZNF280B
ENSG00000275040	ENSG00000275040
ENSG00000275197	ENSG00000275197
ENSG00000275236	ENSG00000275236
ENSG00000275294	LINC02340
ENSG00000275345	ENSG00000275345
ENSG00000275401	ENSG00000275401
ENSG00000275406	ENSG00000275406
ENSG00000275409	ENSG00000275409
ENSG00000275426	ENSG00000275426
ENSG00000275476	ENSG00000275476
ENSG00000275481	ENSG00000275481
ENSG00000275489	C17orf98
ENSG00000275512	ENSG00000275512
ENSG00000275580	ENSG00000275580
ENSG00000275720	ENSG00000275720
ENSG00000275953	YAP1P3
ENSG00000275956	ENSG00000275956
ENSG00000275963	ENSG00000275963
ENSG00000276110	ENSG00000276110
ENSG00000276334	ENSG00000276334
ENSG00000276462	LINC03025
ENSG00000276644	DACH1
ENSG00000276997	ENSG00000276997
ENSG00000277135	ENSG00000277135
ENSG00000277310	ENSG00000277310
ENSG00000277369	ENSG00000277369
ENSG00000277481	PKD1L3
ENSG00000277498	ENSG00000277498
ENSG00000277550	ENSG00000277550
ENSG00000277562	ENSG00000277562
ENSG00000277586	NEFL
ENSG00000277672	ENSG00000277672
ENSG00000277687	ENSG00000277687
ENSG00000277795	ENSG00000277795
ENSG00000277876	ENSG00000277876
ENSG00000277954	ENSG00000277954
ENSG00000278388	ENSG00000278388
ENSG00000278389	ENSG00000278389
ENSG00000278390	ENSG00000278390
ENSG00000278464	ENSG00000278464
ENSG00000278518	ENSG00000278518
ENSG00000278668	ENSG00000278668
ENSG00000278685	IQCA1L
ENSG00000278727	ENSG00000278727
ENSG00000278771	RN7SL3
ENSG00000278819	ENSG00000278819
ENSG00000278842	ENSG00000278842
ENSG00000278873	PRO1804
ENSG00000278875	ENSG00000278875
ENSG00000278917	ENSG00000278917
ENSG00000278959	ENSG00000278959
ENSG00000278966	ENSG00000278966
ENSG00000278989	ENSG00000278989
ENSG00000279100	ENSG00000279100
ENSG00000279103	ENSG00000279103
ENSG00000279108	ENSG00000279108
ENSG00000279114	ENSG00000279114
ENSG00000279129	ENSG00000279129
ENSG00000279138	ENSG00000279138
ENSG00000279145	ENSG00000279145
ENSG00000279206	ENSG00000279206
ENSG00000279208	ENSG00000279208
ENSG00000279277	ENSG00000279277
ENSG00000279311	ENSG00000279311
ENSG00000279330	ENSG00000279330
ENSG00000279331	RBM12B-AS1
ENSG00000279349	ENSG00000279349
ENSG00000279365	ENSG00000279365
ENSG00000279369	ENSG00000279369
ENSG00000279420	ENSG00000279420
ENSG00000279464	ENSG00000279464
ENSG00000279469	ENSG00000279469
ENSG00000279569	ENSG00000279569
ENSG00000279594	ENSG00000279594
ENSG00000279597	ENSG00000279597
ENSG00000279699	ENSG00000279699
ENSG00000279759	ENSG00000279759
ENSG00000279785	ENSG00000279785
ENSG00000279814	ENSG00000279814
ENSG00000279834	ENSG00000279834
ENSG00000279853	ENSG00000279853
ENSG00000279883	ENSG00000279883
ENSG00000279887	ENSG00000279887
ENSG00000279960	ENSG00000279960
ENSG00000279968	CCDC28A-AS1
ENSG00000280010	ENSG00000280010
ENSG00000280042	ENSG00000280042
ENSG00000280057	ENSG00000280057
ENSG00000280070	ENSG00000280070
ENSG00000280073	ENSG00000280073
ENSG00000280078	ENSG00000280078
ENSG00000280115	ENSG00000280115
ENSG00000280190	ENSG00000280190
ENSG00000280219	ENSG00000280219
ENSG00000280284	ENSG00000280284
ENSG00000280336	ENSG00000280336
ENSG00000280417	ENSG00000280417
ENSG00000280431	ENSG00000280431
ENSG00000280449	ENSG00000280449
ENSG00000280924	LINC00628
ENSG00000281016	ENSG00000281016
ENSG00000281357	ARRDC3-AS1
ENSG00000281376	ABALON
ENSG00000281491	DNAJB5-DT
ENSG00000281880	PAUPAR
ENSG00000282057	ENSG00000282057
ENSG00000282317	ENSG00000282317
ENSG00000282742	ENSG00000282742
ENSG00000282865	ENSG00000282865
ENSG00000283036	LINC01988
ENSG00000283108	ENSG00000283108
ENSG00000283154	IQCJ-SCHIP1
ENSG00000283208	ENSG00000283208
ENSG00000283267	FAM237B
ENSG00000283312	ENSG00000283312
ENSG00000283458	ENSG00000283458
ENSG00000283683	MYOCOS
ENSG00000283982	ENSG00000283982
ENSG00000284516	VAMP9P
ENSG00000284526	ENSG00000284526
ENSG00000284634	ENSG00000284634
ENSG00000284670	RPSAP56
ENSG00000284721	ENSG00000284721
ENSG00000284722	ENSG00000284722
ENSG00000284747	ENSG00000284747
ENSG00000285244	DINOL
ENSG00000285269	ENSG00000285269
ENSG00000285280	ENSG00000285280
ENSG00000285287	ENSG00000285287
ENSG00000285509	TBCEL-TECTA
ENSG00000285529	ENSG00000285529
ENSG00000285554	LINC02988
ENSG00000285588	ENSG00000285588
ENSG00000285650	ENSG00000285650
ENSG00000285703	ENSG00000285703
ENSG00000285737	LINC02680
ENSG00000285747	ENSG00000285747
ENSG00000285752	CDC42-AS1
ENSG00000285763	ENSG00000285763
ENSG00000285777	ENSG00000285777
ENSG00000285780	ENSG00000285780
ENSG00000285791	ENSG00000285791
ENSG00000285813	ENSG00000285813
ENSG00000285825	CCDC15-DT
ENSG00000285829	ENSG00000285829
ENSG00000285873	ENSG00000285873
ENSG00000285879	ENSG00000285879
ENSG00000285914	ENSG00000285914
ENSG00000285933	ENSG00000285933
ENSG00000285991	ENSG00000285991
ENSG00000286000	ENSG00000286000
ENSG00000286070	ENSG00000286070
ENSG00000286107	ENSG00000286107
ENSG00000286127	ENSG00000286127
ENSG00000286136	ENSG00000286136
ENSG00000286154	ENSG00000286154
ENSG00000286195	ENSG00000286195
ENSG00000286285	ENSG00000286285
ENSG00000286319	ENSG00000286319
ENSG00000286328	ENSG00000286328
ENSG00000286364	ENSG00000286364
ENSG00000286365	ENSG00000286365
ENSG00000286367	ENSG00000286367
ENSG00000286424	ENSG00000286424
ENSG00000286433	ENSG00000286433
ENSG00000286458	ENSG00000286458
ENSG00000286485	ENSG00000286485
ENSG00000286507	ENSG00000286507
ENSG00000286511	ENSG00000286511
ENSG00000286550	ENSG00000286550
ENSG00000286559	ENSG00000286559
ENSG00000286563	ENSG00000286563
ENSG00000286565	ENSG00000286565
ENSG00000286577	ENSG00000286577
ENSG00000286613	ENSG00000286613
ENSG00000286634	ENSG00000286634
ENSG00000286644	ENSG00000286644
ENSG00000286665	ENSG00000286665
ENSG00000286681	ENSG00000286681
ENSG00000286686	ENSG00000286686
ENSG00000286703	ENSG00000286703
ENSG00000286715	ENSG00000286715
ENSG00000286723	ENSG00000286723
ENSG00000286733	LINC02348
ENSG00000286741	ENSG00000286741
ENSG00000286750	ENSG00000286750
ENSG00000286753	ENSG00000286753
ENSG00000286760	ENSG00000286760
ENSG00000286781	ENSG00000286781
ENSG00000286782	ENSG00000286782
ENSG00000286806	ENSG00000286806
ENSG00000286823	ENSG00000286823
ENSG00000286828	ENSG00000286828
ENSG00000286838	ENSG00000286838
ENSG00000286872	ENSG00000286872
ENSG00000286894	ENSG00000286894
ENSG00000286940	MICB-DT
ENSG00000286948	ENSG00000286948
ENSG00000286952	ENSG00000286952
ENSG00000286964	ENSG00000286964
ENSG00000286975	ENSG00000286975
ENSG00000286997	ENSG00000286997
ENSG00000287015	ENSG00000287015
ENSG00000287022	ENSG00000287022
ENSG00000287025	ENSG00000287025
ENSG00000287032	ENSG00000287032
ENSG00000287041	ENSG00000287041
ENSG00000287054	ENSG00000287054
ENSG00000287066	ENSG00000287066
ENSG00000287067	ENSG00000287067
ENSG00000287079	ENSG00000287079
ENSG00000287106	ENSG00000287106
ENSG00000287110	ACAD9-DT
ENSG00000287113	ENSG00000287113
ENSG00000287129	ENSG00000287129
ENSG00000287180	ENSG00000287180
ENSG00000287224	ENSG00000287224
ENSG00000287262	ENSG00000287262
ENSG00000287315	ENSG00000287315
ENSG00000287336	ENSG00000287336
ENSG00000287343	ENSG00000287343
ENSG00000287377	ENSG00000287377
ENSG00000287383	ENSG00000287383
ENSG00000287406	ENSG00000287406
ENSG00000287417	ENSG00000287417
ENSG00000287493	ENSG00000287493
ENSG00000287502	ENSG00000287502
ENSG00000287508	ENSG00000287508
ENSG00000287539	ENSG00000287539
ENSG00000287577	ENSG00000287577
ENSG00000287601	ENSG00000287601
ENSG00000287618	ENSG00000287618
ENSG00000287652	ENSG00000287652
ENSG00000287663	ENSG00000287663
ENSG00000287670	ENSG00000287670
ENSG00000287676	ENSG00000287676
ENSG00000287691	ENSG00000287691
ENSG00000287733	ENSG00000287733
ENSG00000287780	ENSG00000287780
ENSG00000287789	ENSG00000287789
ENSG00000287811	ENSG00000287811
ENSG00000287855	ENSG00000287855
ENSG00000287857	ENSG00000287857
ENSG00000287872	ENSG00000287872
ENSG00000287895	ENSG00000287895
ENSG00000287932	ENSG00000287932
ENSG00000287966	LARRPM
ENSG00000287983	ENSG00000287983
ENSG00000288061	ENSG00000288061
ENSG00000288077	ENSG00000288077
ENSG00000288085	ENSG00000288085
ENSG00000288530	ENSG00000288530
ENSG00000288543	ENSG00000288543
ENSG00000288714	ENSG00000288714
ENSG00000288720	ENSG00000288720
ENSG00000288759	ENSG00000288759
ENSG00000288764	ENSG00000288764
ENSG00000288770	ENSG00000288770
ENSG00000288858	ENSG00000288858
ENSG00000288911	ENSG00000288911
ENSG00000289023	ENSG00000289023
ENSG00000289063	ENSG00000289063
ENSG00000289082	ENSG00000289082
ENSG00000289094	ENSG00000289094
ENSG00000289132	ENSG00000289132
ENSG00000289162	ENSG00000289162
ENSG00000289221	ENSG00000289221
ENSG00000289311	ENSG00000289311
ENSG00000289339	ENSG00000289339
ENSG00000289405	ENSG00000289405
ENSG00000289410	ENSG00000289410
ENSG00000289426	ENSG00000289426
ENSG00000289434	ENSG00000289434
ENSG00000289439	ENSG00000289439
ENSG00000289462	ENSG00000289462
ENSG00000289465	ENSG00000289465
ENSG00000289469	ENSG00000289469
ENSG00000289611	ENSG00000289611
ENSG00000289629	ENSG00000289629
ENSG00000289644	ENSG00000289644
ENSG00000289716	XNDC1N-ZNF705EP-ALG1L9P
ENSG00000289727	ENSG00000289727
ENSG00000289881	ENSG00000289881
ENSG00000289914	ENSG00000289914
ENSG00000289937	ENSG00000289937
ENSG00000289968	ENSG00000289968
ENSG00000290017	ENSG00000290017
ENSG00000290047	ENSG00000290047
ENSG00000290051	ENSG00000290051
ENSG00000290241	ENSG00000290241
ENSG00000290242	ENSG00000290242
ENSG00000290429	ENSG00000290429
ENSG00000290439	HSD17B7P2
ENSG00000290474	GUSBP2
ENSG00000290670	ENSG00000290670
ENSG00000290767	ENSG00000290767
ENSG00000290775	ENSG00000290775
ENSG00000290783	ADAM20P1
ENSG00000290795	C2orf83
ENSG00000290827	ENSG00000290827
ENSG00000290870	ENSG00000290870
ENSG00000290894	PCDHB18P
ENSG00000290895	ENSG00000290895
ENSG00000291007	ENSG00000291007
ENSG00000291008	ENSG00000291008
ENSG00000291042	ENSG00000291042
ENSG00000291057	ABCC6P1
ENSG00000291138	ENSG00000291138
ENSG00000291174	ENSG00000291174
ENSG00000291180	ENSG00000291180
ENSG00000291186	ENSG00000291186
ENSG00000291225	ENSG00000291225
